!,Elfrid Payton (right ankle) ruled out vs. GSW:
!,"Andrew Wiggins (quad) questionable Wednesday: Wiggins has spent the past three games on the sidelines and the Wolves haven't provided any updates as to how close he is. Tom Thibodeau implied over the past two games that Wiggins was close, and he appeared to be on track to play on Monday after getting through shootaround without issue, but the end result was another missed game. He'll likely be a game-time call, and if he's out again, Josh Okogie will again be worth a punt in DFS."
-,"Rodions Kurucs (ankle) out Wednesday vs. DET: This will be his fifth straight game on the sidelines, and it's unclear exactly when we can expect him back. He probably won't be a major factor in the rotation while Rondae Hollis-Jefferson is healthy, so he's safe to leave on the waiver wire in all formats."
!,"Moe Harkless (knee) out Tuesday vs. Houston: Head coach Terry Stotts said earlier today that he expected Harkless to be available for tonight's game, so it's not clear if he suffered a setback after shootaround. This will be the second straight game on the sidelines for Harkless, which will translate to more minutes for Evan Turner, Jake Layman and potentially, Zach Collins. Harkless belongs on the waiver wire in all formats."
!,"Jae Crowder (ankle) probable for Wednesday: Crowder tweaked his right ankle late in Sunday's game, but it looks like he plans to power through it, given that he's being listed as probable. The Jazz need him with Derrick Favors dealing with knee issues, so there's a chance he could start on Wednesday night. Check back for another update following Wednesday morning's shootaround."
-,"Derrick Favors (knee) questionable Wednesday: Favors sat out Sunday's game due to the sore knee, and it's concerning that his troublesome left knee is giving him issues this early in the year. We'll have a better idea on his status following Wendesday morning's shootaround, but if he's out again, Jae Crowder will be the primary beneficiary. Stay tuned."
-,"Alec Burks (hand) questionable for Wednesday: Burks was cleared for Sunday's game, but didn't actually step foot on the court, and that could be the same scenario that plays out on Wednesday. Leave him on the wire."
-,"Wilson Chandler (hamstring) out Tuesday: On Monday, Brett Brown said that Chandler wasn't 'that far off' from making his regular-season debut, so while he won't take the floor tonight, he does appear to be inching his way closer to his return. He's not worth stashing anywhere, but once he's back, Chandler could really hurt Dario Saric."
-,"Kevin Knox goes through non-contact work: Knox is hopeful to get back to the court by early-November, but he remains without an official timetable and the Knicks aren't in any rush to get him back. While he's out, Damyean Dotson and Mario Hezonja will pick up the majority of his minutes, and both those guys are on the radar in deep leagues. Knox wasn't playing all that well prior to going down, so he's not necessarily worth holding if you don't have an IR-spot."
-,"Chasson Randle inks deal with Washington: He'll help bring some depth to Washington's backcourt, but as the 14th man on this roster, we don't anticipate him making any noise in fantasy hoops."
!,"James Johnson (hernia) listed as out Tuesday: Johnson has been sidelined since the start of the regular season, and we haven't received any updates on his practice availability over the past two days. Hopefully, he is moving in the right direction. We should have confirmation on his status later this evening."
!,"Kelly Oubre (illness) a GTD on Tuesday: The 1-5 Wizards, who are in desperate need of win, have already ruled out Markieff Morris (concussion). If Oubre is also unable to play, they will have very little depth up front. Austin Rivers and Tomas Satoransky would likely see some time on the wing, shifting Otto Porter over to PF. Jeff Green will see plenty of playing time across the frontcourt and is worth consideration as a DFS dart throw."
!,"Markieff Morris (concussion) out Tuesday: Morris has entered the NBA's concussion protocol, meaning he will have to be cleared by league doctors before being able to return to game action. Kelly Oubre (illness) will be a game-time decision on Tuesday, which means the Wizards frontline could be extremely thin on Tuesday night. Jeff Green and Jason Smith will likely log all the minutes they can handle."
-,"Pistons will decline Ellenson's extension: Despite being a former No. 1 overall pick by the Pistons, this is not surprising. After two disappointing seasons to start his career, Ellenson has fallen out of the rotation completely in Detroit. He didn't make his season debut until the Pistons got blown out by the Celtics on Saturday."
!,Luc Mbah a Moute (sore left knee): Doc Rivers told reporters that he is hopeful Mbah a Moute will return Thursday in Philadelphia and said LMAM is 'right around the corner because he made the trip out.' Danilo Gallinari and Montrezl Harrell will continue to soak up extra minutes on Tuesday.
!,"OG Anunoby (personal) out again Tuesday: We don't have details as to the reason, but Anunoby has been away from the team since Friday. Hopefully, all is well. Pascal Siakam has soaked up extra minutes with OG out. Kawhi Leonard (rest) will also return for the Raps on Tuesday night."
!,"Fred VanVleet (turf toe) questionable Tuesday: VanVleet has missed each of the Raptors last three contests. However, he was able to get in a limited practice on Sunday, so appears to be headed in the right direction. If he is ruled out for Tuesday's game vs. Philly, Delon Wright will again serve as the primary backup PG behind Kyle Lowry."
!,"Iman Shumpert (rest) ruled out Tuesday: Shumpert missed the majority of the 2017-18 season but has been healthy this year, appearing in six of the Kings first seven games (four starts). Sacramento will likely continue to rest him on back-to-backs going forward. Justin Jackson and Buddy Hield should see an uptick in playing time with Shump sidelined on Tuesday."
!,"De'Aaron Fox (back) questionable for Tuesday: Per the Kings injury report, Fox strained his lower back when scoring on a layup late in the fourth quarter of Monday's victory in Miami. Fox has been playing very well this season, averaging 18.0 points (on 48.4 percent shooting(, 4.1 rebounds and 7.1 assists over his first seven games. Hopefully, this is only a minor ailment that doesn't sideline him. We can expect an update later this afternoon. If Fox is ruled out, Yogi Ferrell and Frank Mason would divvy up extended minutes at point guard."
+,"Warriors plan to pick up Damian Jones' option: Jones is making around $1.5 million this season. His salary will jump to $2.3 million for the 2019-20 season. He's been solid for Golden State thus far, averaging 6.0 points, 2.4 rebounds, and 1.4 blocks, while shooting a league-high 77.8 percent from the floor."
-,"Daniel Theis (foot) to miss at least 2 weeks: Theis told reported he feels optimistic about his recovery: 'This one is going to be way shorter than the knee injury (that ended his rookie season).' Even when fully healthy, Theis has limited fantasy value. He should be left on waivers."
-,"Harkless (left knee) expected to play Tuesday: Harkless was forced out of Saturday's game due to knee pain and was ruled out of Monday's win over the Pacers. However, it seems to be only a minor issue, as he'll be back in the lineup on Tuesday. Nonetheless, Harkless is averaging just 3.8 points in 17.6 minutes per game this season. He should be left on waivers."
-,"Mavs assign Ray Spalding to G League: Spalding, the 56th overall pick in the 2018 NBA draft, will spend most of this season in the G-League. He is not on the fantasy radar."
+,"Elie Okobo impressing Suns coaching staff: After starting point guard Isaiah Canaan left early with a sprained left ankle in the first quarter, Okobo stepped in and stepped up. He logged a career-high 31 minutes and tallied 18 points, five rebounds, seven assists, three 3-pointers and just three turnovers. 'He played with confidence, he played with a presence. He played like, I belong here,' said Kokosov. Canaan said his ankle is 'fine,' but Okobo is a big part of the Suns future while Canaan is not. Okobo's fantasy stock is on the rise."
-,"Isaiah Canaan (ankle) says he is 'fine': Canaan tweaked the ankle in the first quarter of Sunday loss. That's the same ankle he inuured badly last season. However, he said he could've returned to Sunday's game, but the trainers didnt want to risk turning something minor into something major. 'I was like, ah naw, not again, but it was fine,' Canaan said. Nonetheless, Elie Okobo stepped in for Canaan and poured in 18 points. Okobo looks like he's the point guard to own in Phoenix."
+,"Jabari Parker plays well in loss to GSW: Parker's rolling, for the most part, and is averaging 16.6 points, 6.2 rebounds, 3.0 assists, 0.8 steals, 0.8 blocks and 1.4 3-pointers over his last five games. He'd hit five 3-pointers over his previous two games and hasn't shot it poorly from the line this season, so the negatives he provided tonight look like a fluke. He's fitting in nicely with the Bulls this season."
+,"Wendell Carter Jr. scores 18 points in loss: He's slowly getting more comfortable and his production has been trending up for a week now. This was his only game without a blocked shot, he's averaging over 3.0 assists per 36 minutes and is locked in as the starter for the entire season. Hopefully you hung onto him after his slow start, but patience is needed when you're dealing with rookies."
+,"Antonio Blakeney scores career-high 21 points: This game was over in the first quarter, so Blakeney cleaned up in garbage time with 14 points in the fourth quarter alone. He can put up points in a hurry, but we can't recommend him until he starts getting consistent run. Don't be surprised if coach Fred Hoiberg lets him loose again next game."
0,"Quinn Cook scores season-high 16 points: He also pulled down two rebounds with one assist and one triple in 17 minutes. 11 of his points came in garbage time, so we can't read too much into this line. He'll be the third-string PG once Shaun Livingston gets healthy."
+,"Tim Frazier plays 20 minutes, scores 5 points: Frazier saw a season-high 20 minutes with Elfrid Payton out. He's worth a look in deeper leagues for as long as Payton is out of the lineup."
0,"Cheick Diallo goes for 8/5 in 14 minutes: Diallo saw an uptick in minutes with Anthony Davis out and produced in limited minutes. He's buried on the depth chart, but posts solid per-minute numbers. Just something to file away."
+,"Klay Thompson scores 52 points, hits 14 treys: Remember that buy-low window we talked about when Thompson started the season shooting 5-of-36 from deep, well it just slammed shut. Thompson's 52 points is the highest scoring game of the season with Curry (51) and Blake Griffin (50) right behind. Thompson added five rebounds and one steal, and he did all of his damage in 27 minutes because of the lopsided score. That's the Klay fantasy owners know and love."
+,E'Twuan Moore scores 18 points in 38 minutes: Moore isn't the most productive Pelican but he still benefits from them playing super fast. He's scored in double-digits in five of six games and is worth owning in 12-team leagues.
-,"Ian Clark plays just six minutes on Monday: Clark was originally slated to start, but found himself back in his usual role after a late change. Frank Jackson has played well in two-straight games and might be passing Clark in the rotation. Clark isn't worth owning in any format after playing just six minutes with three rotation players out."
+,"Frank Jackson plays career-high 26 minutes: Jackson saw a huge bump in minutes with Elfrid Payton and Darius Miller out and even played ahead of Ian Clark. Jackson looks to be emerging as an option off the bench for the Pelicans, making him an interesting flier in deep-leagues."
0,"Wesley Matthews scores eight points Monday: He'd scored in double digits in all six of his games coming in and had ripped off four straight games of at least 20 points, so he was due for a letdown. He's been a very pleasant surprise up to this point of the season, so hopefully tonight wasn't a sign of things to come. He should bounce back on Wednesday against the Lakers."
-,"Jahlil Okafor starts, scores 9 in 18 minutes: Okafor got the start at center with Anthony Davis out. Julius Randle started the previous game, with Okafor coming off the bench. He's only worth a look while Davis is out."
+,"Luka Doncic (back) scores career-high 31: Well then, so much for the back injury. The comparison between Doncic and Trae Young will likely last for years, and it's already been a fun ride in their rookie seasons. Young turned heads with his 35 points and 11 assists on Oct. 21, but Doncic returned serve with tonight's gem. For the record, Doncic is averaging 18.7 points, 6.2 rebounds, 4.0 assists, 0.8 steals and 2.5 3-pointers on 43 percent shooting in six games. And Trae is averaging 19.8 points, 3.4 rebounds, 6.8 assists, 0.8 steals and 2.4 3-pointers on 39 percent shooting through five games. Hopefully, Doncic's back problem is a thing of the past after this one. The best stat of the night is that Doncic became the third youngest NBA player to have at least 30 points and eight boards in a game. The other two are LeBron James and Kevin Durant. Wow."
-,Solomon Hill scores 4 points in start: Hill got the start with two starters and Darius Miller missing for the Pelicans. He didn't produce much and isn't on the fantasy radar.
0,"Thon Maker scores season-high 11 points: Coach Mike Budenholzer said Maker would get an opportunity with Giannis Antetokounmpo (concussion) out and kept his word. Instead of deploying Maker at center, he was used as a stretch four tonight, an interesting wrinkle to consider in the future if Giannis misses more time. For now, Maker is just a stash in dynasty formats, but deep-league owners can give him a look if we get bad news on the Greek Freak."
+,"Julius Randle drops 24/8/6 off the bench: Randle returned to the second unit after starting the Pelicans last game. They were still without Anthony Davis, but opted for Jahlil Okafor running with the starters in this one. Randle's per-minute production has been superb thus far and he still has value even has a sixth man."
0,"Eric Bledsoe scores 17 points in 26 minutes: He shook off a slow start tonight which was a relief to his fantasy owners, as he scored a combined 12 points in his previous two games. He finished 7-of-12 from the field, hit his only free throw and turned the ball over three times. The Bucks are 7-0 and are off to their best start in franchise history, setting up an epic showdown against Boston on Thursday. Bledsoe will have plenty of motivation for this one because of his history with Terry Rozier."
+,"Harrison Barnes looks better on Monday: This was Barnes third game of the season and the first where he looked like his old self. This was easily his best game of the three and while it's encouraging, it could still take him another few games to round into form. But if you need to get him into your lineup, it appears that he might be ready to get it going."
+,Jrue Holiday nears triple-double w/ 16/8/9: Holiday has been exceptional of late for the fast-paced Pelicans. He's contributing across the board and even has some room for improvement. Holiday looks to be over his slow start and should be a steady option moving forward.
+,"Ersan Ilyasova scores 19 in start vs. TOR: Considering he averaged 11.7 points, 5.9 rebounds, 1.2 assists, 0.9 steals and 1.4 triples as a starter last season, anyone who streamed him in season-long leagues or deployed him in DFS had themselves a great night. The Bucks are off until Thursday's showdown with the Celtics, so fantasy owners can wait for an update on Giannis before picking up Ersanity."
+,"Nikola Mirotic double-doubles with 17 and 10: Mirotic continued his monster season in this one, notching his third double-double of the season. He's averaging nearly 20/10 with a handful of triples. Mirotic is enjoying life in the ultra fast-paced Pelicans lineup and looks like a draft day steal."
-,"Delon Wright (groin) plays 13 minutes: Even with Fred VanVleet (toe) out, the Raptors eased Wright back into action tonight. His minutes could be on the rise soon, but Wright is more of a deep-league asset because Danny Green is having a terrific season."
-,"Norman Powell scores eight points: He had seven points with five rebounds and one 3-pointer in his last start for Kawhi, so he's going to be even harder to trust the next time Kawhi sits. Powell belongs on the waiver wire."
+,"Trey Lyles scores season-high 17 points: Lyles had his best game of the season on Monday. He's been playing most back-up four, but does see some time at the three. With Will Barton out, he'll continue to see playing time, making him an option in deeper leagues."
+,"Josh Okogie scores 17 in start for Wiggins: That makes three straight missed games for Wiggins, and three solid games from Okogie in his last four. The 17 points were a season high, as were the 30 minutes, but Wiggins was close to playing tonight. Once he's back from his quad injury, Okogie should take a backseat to Wiggins and Derrick Rose. But given Rose's injury history, it could just take an injury to Rose to thrust Okogie back into the spotlight. Just keep an eye on him, or feel free to use him in DFS if Wiggins is going to miss any more games."
+,"Pascal Siakam breaks out w/ 22 points: He has now started six out of seven games for the Raptors, but didn't make much noise until his last two games. In that span, he's averaging 16.0 points, 7.5 rebounds, 2.5 assists and 2.5 steals in 35.0 minutes. He's benefitted from OG Anunoby missing two games for personal reasons and Kawhi Leonard resting tonight, but Siakam is trending up as a pickup in standard leagues for his multi-category upside."
+,"Jimmy Butler bounces back with season-high 32: JB hit just 2-of-11 shots for four points in 24 minutes on Friday, when he was dealing with an illness, but looked like a different guy tonight. We still have no idea how things will end up between Butler and the Wolves, but as long as he's there and playing, he should be in your lineup. He hit the game-sealing dagger against the Lakers tonight, as Jimmy is apt to do."
0,"Malik Beasley plays season-high 31 minutes: Beasley played a critical role in the Nuggets win and played much more than starter Torrey Craig. With Will Barton out for the foreseeable future, Beasley has a chance to grab hold of some playing time. He's not worth an add just yet, but keep an eye on him in deeper leagues."
0,"Karl-Anthony Towns has breakout game vs. LA: To be fair, the steal and four blocks tied season highs, but none the less, this was the first WOW line of KAT's young season. He managed to do it with Jimmy Butler in the lineup (and going off), and we can only hope that this is start of a big run for KAT. He hasn't really been bad this season, but for a guy who went Top 5 in almost every fantasy league, he's been a little quiet for most of his owner's liking. He does have a tough test on Halloween night though, as the Timberwolves will visit Rudy Gobert and the defensive-minded Jazz."
+,"Serge Ibaka goes off for 30 points vs. MIL: He got off to a blistering start with 13 points in the first quarter, finishing 12-of-21 from the field and 4-of-4 from the line. He was one point shy of his career-high, taking on an expanded role on offense with Kawhi Leonard resting. Even though he's basically rotating in and out of the starting lineup with Jonas Valanciunas, Ibaka does look rejuvenated this season and is flirting with mid-round value. Expect him to come off the bench on Tuesday with Joel Embiid up next."
0,"Josh Hart scores 5 off bench in 24 minutes: Owners of Hart and Lonzo Ball are not feeling the return of Ingram and Rajon Rondo right now, but patience is in order here. Hart's simply too good to keep off the floor for the Lakers, but he could be in for a quiet week or two as Luke Walton tries to figure out the best way to manage his stable of wings going forward."
+,"Paul Millsap scores season-high 18 in win: Millsap has been inconsistent in the points column, but has been a steady contributor in the rebounding department. His contributions in the defensive area of the game is a big reason why he's still a valuable asset. Millsap won't be posting nightly double-doubles like he once did, but he's still very helpful."
+,Gary Harris drops 23/6/6 in Monday's win: Harris' two steals came in crucial late possessions and effectively sealed the win for the Nuggets. He's an incredibly important player on both ends and has picked up some action without Will Barton. Harris is a very steady fantasy contributor.
-,"Lonzo Ball awful in loss to Wolves: He didn't play well and wasn't really even involved in the proceedings, while Rajon Rondo came off the bench for 13 points, six boards, eight assists and a 3-pointer on 6-of-9 shooting. Ball just got the job over Rondo while Rondo was out on suspension, but this wasn't a great showing, and his minutes have been dropping. Yeah, Ball's starting, but Rondo's getting the minutes right now, at least until Ball starts producing with the first unit. Just hang in there as the Lakers and Ball work through some growing pains."
+,"Nikola Jokic nears triple-double w/ 12/9/10: Jokic was one rebound away from his second triple-double of the season. He played more of a facilitator role tonight, only attempting eight shots and racking up 10 assists. We didn't get to see him go up against Anthony Davis, but Jokic still showed why he's a top-ten fantasy player."
0,"Jamal Murray swipes career-high 5 steals: Murray was active on the defensive end in this one, registering five steals and one block. He has yet to catch fire from deep, but is still finding ways to produce. The leg soreness appears to be a thing of the pass, setting up Murray to play a season-high 39 minutes. The minutes and shots are their for him, he just needs to get in a groove."
+,"Welcome back: Ingram scores 24 in return: His four-game suspension is over and Ingram celebrated with season highs in points, rebounds, assists, blocks, 3-pointers, field goal attempts, shots made and free throws made. He's going to be playing a lot of shooting guard as long as LeBron James, Kyle Kuzma and JaVale McGee are all starting for the Lakers, but he can handle it."
+,"Tim Hardaway Jr. scores 25 points vs. Nets: He took an elbow to the face and went back to the locker room in the second quarter, but later returned for the second half and obviously fared well. He matched his career-high in assists with eight and added five rebounds, one steal and three triples in 35 minutes. THJ will continue to run more offense if Frank Ntilikina keeps starting at point guard, so his fantasy arrow is pointing up. Hopefully they don't mess with his minutes like they're doing with Enes Kanter."
+,"LeBron James' monster line not enough vs. MIN: He had a big game, but it wasn't enough to keep his Lakers from dropping to 2-5 on the season. LeBron's going to have to carry a heavy load this season to keep the Lakers afloat, but if they ever fall out of the playoff hunt, he' going to be a serious shutdown candidate. Hopefully, he'll play well enough not to let that happen."
+,"Enes Kanter double-doubles off bench: He's not happy about coming off the bench and made that known, but coach David Fizdale said Kanter responded with a great practice over the weekend and it obviously carried over into this game. Kanter may have some ups and downs with the Knicks trying to get young guys like Mitchell Robinson and Noah Vonleh more involved, but he only needs minutes in the mid-20s to return mid-round value."
0,"Kyle Kuzma starts, scores 19 points in loss: This wasn't his best game of the season, by far, but he was effective and got to keep his starting job, while Josh Hart was sent back to the bench with the return of Brandon Ingram. While the Lakers lineup is still a bit fluid, Kuzma has played well enough to command a starting job until further notice."
-,"Emmanuel Mudiay plays two minutes: Coach David Fizdale believes Mudiay is 'the best passer' on the Knicks and he may get some starts down the road with the franchise in player-evaluation mode (tanking), but he's not someone to consider in fantasy leagues."
+,"Frank Ntilikina scores 16 points vs. Nets: Not only was he good offensively, but he also shut down a red-hot Caris LeVert and held him to four points on 11 shots. Ntilikina started at point guard again and was aggressive early, something that coach David Fizdale keeps encouraging. He had a career-high 17 points with one rebound, two assists, one steal and three 3-pointers in 26 minutes in his previous start vs. the Warriors, so PG-needy owners should consider grabbing him now if you're OK with his volatile FG%."
+,"Josh Richardson scores career-high 31 in loss: The zero dimes were weird, but he more than made up with it with the steals, blocks and 3-pointers, not too mention the points. He might have been on some benches with the Heat playing just three times this week, but hopefully yours wasn't one of them. J-Rich has been alternating good games with mediocre ones lately, but hopefully this is the start of a trend in the right direction. He's on track to have a big season."
+,"Mitchell Robinson scores 11 points Monday: He had three fouls and played just 15 minutes, but he had a couple head-turning plays including a ridiculous display of athleticism on a steal that led to a breakaway dunk (link below). Knicks coach David Fizdale has already shown a willingness to ride his young guys with his team off to a 2-5 start, so it might not be long before Robinson becomes relevant in standard leagues for his blocks upside."
+,"Whiteside goes ballistic with 16-24-5 line: He was one board shy of tying his career high, but easily set a season high with the boards tonight. His scoring and production is usually pretty touch and go, but he's hit double digits in rebounds in all five games this season, and has racked up 11 blocks over his last two games. Whiteside and Willie Cauley-Stein put on a show against each other tonight, but the Kings got the last laugh."
0,"Rodney McGruder cools off in loss to Kings: McGruder had scored between 14 and 20 points in each of his last four games, and has been filling up the stat sheet since day one. This was his first game without either a block or a steal, but at least he kept his 3-point streak alive at six games this season. He's been picked up in almost all fantasy leagues and while this was a terrible way to start out Week 3, he should bounce back against the Hornets on Tuesday."
+,"Spencer Dinwiddie scores 17 points vs. NYK: He was 6-of-10 from the field and 3-of-3 from the line with one turnover. Even with D'Angelo Russell and Caris LeVert off to a hot start, Dinwiddie is still getting minutes in the mid-20s consistently and will do just enough to warrant ownership in standard leagues."
0,"Marvin Bagley plays just 17 minutes in win: Nemanja Bjelica, Willie Cauley-Stein, De'Aaron Fox and Buddy Hield were all on fire tonight, and have been playing well for most of the season, leaving Bagley on the bench to pick up scrap minutes where he can find them. It also doesn't help that the Kings have somehow won four of their last five games and three straight, making them a surprising 4-3 on the season. Until Bjelica cools down, it's going to be slow rolling with Bagley. Cut him if you must, but we recommend keeping him stashed until it's his time to shine for the Kings."
+,"Trae Young nears double-double w/11 & 8 dimes: Young couldn't get his shots to fall from deep in this one, but still dished out eight assists. His usage rate remains high on the fast-paced Hawks, making him a solid fantasy option, even though he's inefficient. Don't let the bad nights get you down."
+,"Buddy Hield has big night in another Kings W: The points and block also tied season highs, and Hield is on cruise control right now. Hopefully you have him in your lineup for all four games this week. Maybe he'll take a hit once Bogdan Bogdanovic returns from his knee injury, but Hield's playing well enough that it may not matter."
-,"Vince Carter scores 4 points in 20 minutes: Carter is still starting in a small-ball four role for the Hawks, but is helping them more outside of the stat sheet. The veteran is only a punt play in DFS."
-,"Omari Spellman scores 11, grabs 6 boards: Spellman is seeing playing time with John Collins still out with an injury. The rookie is a deep-league streamer for now."
0,"Caris LeVert posts first dud of the season: Credit to Frank Ntilikina for playing some impressive defense on one of the hottest players in the East. Entering tonight's game, LeVert was one of nine players averaging 20+ points, 4+ rebounds and 4+ assists while shooting over 50 percent from the field, so his fantasy owners should cut him some slack. He salvaged his night with five assists, two steals and two rebounds, and he'll look to bounce back vs. the Pistons on Wednesday."
-,"Alex Len plays only 15 minutes on Monday: Len has seen his minutes take a big hit with the return of Dewayne Dedmon. He still got the start against the Sixers, but that might not last for much longer. Len can't be counted on right now."
-,"Iman Shumpert quiet in another start: He was starting to catch fire before missing a game with a hip injury, but his last two outings have been nothing to write home about. If you picked him up for his four-game week and the hopes of steals, blocks and 3-pointers, the good news is that he still has three games to proves his worth. It's possible that his two big games before his injury were just a fluke, but if he's going to prove otherwise, we hope he does so in a hurry. It's also worth noting that the other four Kings starters all had one of their best games of the season on Monday, meaning Shump was the odd man out on this night."
+,"Willie Cauley-Stein blows up for huge line: Those were season highs in points and boards, and were in the ballpark of his career highs, as well. WCS has quietly double-doubled in his last three games, has scored in double digits in all seven of his games this season, and managed to pick up his first block since opening night on Monday. He's getting hot, and not coincidentally, the Kings have now won four of their last five games and three straight."
+,"Victor Oladipo scores 21 points in loss: He hit his only free throw and finished 9-of-24 from the field. Oladipo is on pace for a career-high in usage rate (30.2) and has now scored 20+ points in each of his last six games since his quiet opener. He did have a collision with Jusuf Nurkic and took a shoulder to his chin, and while he looked a bit dazed initially, he seemed fine after a couple minutes."
+,"Taurean Prince struggles, makes only one FG: Prince had been really good up until this one, but the defense of Robert Covington and the Sixers got the best of him. He's a huge part of the Hawks offense, but might lose some 4th quarter time in blowouts like this one. There's no reason to be worried, though, as Prince is well on his way to crushing his draft day position."
+,"Nemanja Bjelica stays hot in win over Heat: It's becoming a broken record around here, but Bjelica continues to produce, while Marvin Bagley played just 17 minutes tonight. Until Bjelica's minutes start trending in the wrong direction, he should be owned in all fantasy leagues until further notice. Over his last five, he's averaging 15.6 points, 7.0 rebounds, 4.0 assists, 1.6 steals, 1.2 blocks and 2.6 3-pointers on 57 percent shooting with just 1.4 turnovers per game. If you picked him up early, he's already been a game changer for you in fantasy."
+,"Darren Collison scores 17 w/ six assists: He also played a season-high 36 minutes even with Tyreke Evans back from his suspension, hitting 8-of-14 shots and finishing without a turnover. This was his second strong game in a row after a painfully slow start, so optimistic owners will be hoping that he has returned to his mid-round ways like he showcased last season."
