0,"''He's feeling better, and we're optimistic he will be released Monday,'' Heat spokesman Rob Wilson said.  The Heat next play on Tuesday.  Butler's status for the game is uncertain.",84.5
0,"The diagnosis doesn't help clarify when MacCulloch will return to action.  ``There is no definite ruling on his career or on this season,'' Sixers GM Billy King said.  MacCulloch is scheduled to see a specialist tomorrow.",63.7
0,"It's the third time in eight days that he's established a new season high for points in a game.  Szczerbiak also had eight assists, six rebounds, three treys and two steals today.",51.1
0,"Coincidentally, McGrady's first triple-double came exactly one year ago today.",50.4
0,"Sasser missed two games with neck and back spasms.",70.0
-,"It was just Kidd's third triple-double of the season.  He's one away from 50 for his career.",89.7
0,"The Mavs went small most of the game, so both LaFrentz and Shawn Bradley (no points in 17 minutes) spent a lot of time on the bench.",50.2
0,"Stackhouse was clearly less than 100 percent in the previous two games, but he looked better today.  To go along with the 30 points, he had seven rebounds, six assists and no turnovers.",55.8
0,"Thomas is day-to-day.",59.0
0,"''It felt real good today,'' said Webber, who has missed the past 10 games with a sprained ankle. ''There (are) still a lot of things I'm not able to do. But as far as being able to move and things like that, it felt good. We'll see what happens in the morning, and we'll kind of take it from there.''",68.8
-,"O'Neal believes he may have to play through the problems for the rest of the season, but he's willing to do that.  Expect him to start tonight against Seattle.",89.9
0,"",74.5
0,"",74.5
0,"Rebraca, who has been on the injured list since Jan. 6 because of an irregular heartbeat, has not worked out much with the team. Pistons president Joe Dumars said that a decision regarding Rebraca's playing condition for the rest of the season would made soon.",49.4
-,"Wallace finished with two points, 14 rebounds and four blocked shots.",54.3
-,"Whitney is likely to be waived by the Nuggets this week, allowing him to catch on with a playoff contender.  The move would have to be made by Saturday, or Whitney would be ineligible to go to the playoffs with a new team.",55.5
0,"Mutombo should return in mid-March.",62.5
0,"Ward will have to sit out four more games before he can be activated.",51.8
-,"An MRI will be performed on Monday.  Bender, who tore the calf in December, was activated from the injured list last week but played in just one game.",86.2
0,"Gasol had an awful night, finishing with six points and three boards.  Expect him to bounce back next time out.",68.2
-,"O'Neal started the game wearing a mask to protect the injury he suffered in Thursday's loss at New Jersey, but he discarded it after just a few minutes and a few missed shots. ''I couldn't breathe in it,'' he said. ''Hopefully I can get a new mask. That and a good night's sleep in my own bed should help.'' He finished with 12 points on 4-of-15 shooting before leaving the game with 9:28 left.",66.1
0,"X-rays were negative, but his eye was swollen shut yesterday.",55.4
-,"Francis thinks he'll be ready to play.  He wanted to start last night, but sitting out was the smart thing for him to do.",71.6
0,"Consider Taylor day-to-day.",71.3
0,"Maggette is day-to-day.",64.6
-,"Richardson, who had missed Wednesday's game with a cold, got the start against the Hawks because Corey Maggette was out.",64.6
-,"That line looks pretty familiar.  Payton played 41 minutes, which is exactly what he averaged for the Sonics.",67.5
-,"Cassell remains in the starting lineup, so Michael Redd will continue to come off the bench for now.  Redd had 17 points in 27 minutes against Portland.",83.3
-,"Since the Bucks weren't able to trade Sam Cassell, it's unlikely that Mason is going to have any fantasy value over the rest of the season.",88.9
-,"Wells had been struggling to score earlier this month, but he's found his game now.",63.8
0,"Massenburg had two points.",59.9
-,"Camby sat out Wednesday's game to rest his sprained right ankle.",75.3
0,"Whitney just might get his wish to be waived.  Junior Harrington got the start over Williams against Utah and had 16 points and three assists in 39 minutes.  Williams had 13 points and six assists in 29 minutes.",68.9
0,"Robinson had nine points, five rebounds and two blocks.",63.0
0,"Duncan also had 10 rebounds and five blocks.",69.2
0,"Artest failed to score in 13 minutes before departing.",65.2
-,"It's his first missed contest of the season.  Francis had been bothered by the back condition in Houston's three previous games. He'll be re-evaluated prior to Monday's game.  Moochie Norris started in Francis' place tonight and had nine points and nine assists in 40 minutes.",48.0
0,"Posey had eight points, eight rebounds and five assists in 21 minutes before departing.",54.0
-,"Anderson had three assists and committed three fouls.",55.8
0,"Allen has had some good games this season, but he's not an option in fantasy leagues.  Before tonight, he was averaging just 9.0 points and 4.6 rebounds per game this month.",91.4
-,"Curry has made a lot of progress over the last few games.  If you have an open bench spot, consider picking him up.",58.1
-,"No consistency from Williams.  Things will have to get better over the final two months of the season, but Williams isn't a quality fantasy point guard right now.",88.1
0,"Jones missed four games with a strained left groin.",52.7
-,"Trenton Hassell started in Robinson's place, but he played just 17 minutes due to foul trouble.",55.8
0,"Butler left Miami's practice Friday after feeling ill.  Consider him day-to-day.",55.1
0,"The Heat are going with Mike James as Travis Best's backup.",58.9
-,"Lampley had missed the last 15 games with a lower lumbar strain.  He shouldn't get much playing time.",50.6
0,"Knight will battle Earl Watson for minutes backing up Jason Williams.",81.8
0,"Humphrey was acquired from the Magic in Tuesday's trade.",57.5
0,"Robinson is expected to play tonight.  His return will take minutes away from Malik Rose and Kevin Willis.",79.2
-,"Wilks has averaged 2.5 points and 2.6 assists in six games with Minnesota.  He will fall to third on the depth chart at point guard once Rod Strickland returns.",73.1
0,"Yeah, just like Kobe Bryant's knee tendinitis is bothering him. McGrady scored 52 last night. The NBA should give all of its players tendinitis. McGrady did wear bands on both knees last night, and said after the game that his ''knees have been on fire lately.'' With similarly-skilled players like McGrady, Bryant, and Vince Carter having the same knee problems, the injury is becoming known as ''Jumper's Knee.'' Even though it's not good for business, you have to wonder if some superstars should go easy on the high-flying act to preserve their longevity.",45.5
0,"Francis' back is really hurting him. If he's out for any length of time, the Rockets' chances of beating out the Lakers for the eighth playoff spot become almost nil.",59.4
0,"Thomas has had the team go without a point guard for lengthy stretches of the fourth quarter over the last three games (all losses). Jamaal Tinsley could play less often and backup point guard Erick Strickland might not play at all in some games to get Ron Artest, Al Harrington and Bender on the court more often. Thomas explains it: ''Do I take those guys off the floor to play a traditional point guard when they rebound better, shoot better, defend better?'' Okay, but a fourth-straight loss tonight in San Antonio might spell the end of that strategy.",41.6
-,"Houston played 40 minutes, scoring 17 points with three each of rebounds, assists, and steals.",61.0
0,"This just makes it official.",72.3
-,"The trio took their physicals Thursday before flying back to Milwaukee to attend to personal business.",69.8
0,"",74.5
+,"Hill would like to go somewhere he could have a chance to win and contribute. ''I respect the direction they're going and I've done everything they've asked me to do, but they want me to bend over backwards even more,'' Hill said. Hill has not played since Feb. 2, supposedly because of a back contusion. He's still a quality rebounder, averaging 8.3 boards per game, nearly his career average of 8.7.",49.8
-,"Coach Paul Silas said he will play Anderson a limited amount of minutes in tonight's game at Detroit.",54.2
-,"Wesley said the joint loosened up during the game. The 35 points were the most he has scored as a member of the Hornets.",55.4
0,"Maggette will be a game-time decision for tonight's contest. If he can't play, Keyon Dooling and Quentin Richardson, who didn't play Wednesday with minor ailments, are both probable for tonight and would help replace Maggette.",59.4
-,"Ely is a better option than Sean Rooks or Cherokee Parks to replace the injured Michael Olowokandi, but the Clippers prefer to bring him off the bench. Next year, however, with Olowokandi probably gone to free agency, Ely stands a good chance of being the starting center on this club.",83.9
0,"Pippen has mentioned the possibility before, but this was the first time his former coach has discussed it. Jackson said it would be a ''longshot,'' but also said, ''obviously we know what his status is, and when that time comes, we will certainly talk about it.''",65.5
-,"Arenas willed Golden State to a four-point win over the Knicks, as the Warriors went on a 16-2 run in the fourth quarter.",92.6
0,"",74.5
0,"It's probably best to observe Jones this weekend and consider activating him for next week.",52.8
-,"The 16 points is a season high.",65.5
0,"Good news for Barry owners.  ``I think we probably will have to start off with Brent at the point until (Kevin) Ollie and Ray (Allen) get accustomed our offensive sets,'' coach Nate McMillan said. ``I think Brent still feels comfortable playing off the ball, but he is able to run that spot.''",74.4
-,"O'Neal missed three games because of a sore left knee and right big toe.",59.0
0,"Walker is day-to-day.",61.3
-,"Barry really helped his case with this performance.  He should continue to see time at point guard for Seattle, but Kevin Ollie could start at the position.",58.8
-,"The Bucks were awful in their first game without Ray Allen, scoring just 58 points and losing by 30 to a weakened Sonics team.  Redd's going to have to step up if he wants to continue to play big minutes.",55.2
-,"Foyle also had 10 rebounds and kept Erick Dampier on the bench for much of the second half.",65.3
0,"Thomas also had eight rebounds and four assists.",56.2
0,"Big surprise.  Dickerson had three points in 10 minutes before departing.",53.3
-,"Mashburn tied his career high.  He also scored 50 points against Chicago on Nov. 22, 1994.",78.3
0,"Magloire should benefit from not having Elden Campbell around, but he'll probably remain inconsistent.  Don't expect games like this every night.",62.0
0,"Haston didn't score, but he did pick up two fouls.",61.1
-,"He might not have played so much had Shane Battier not gotten into foul trouble.  If Miller continues to come off the bench, he might not be worth using in fantasy leagues.",84.8
-,"Nowitzki also had 11 rebounds.",55.6
0,"Francis had been questionable for the game.",69.3
0,"",74.5
-,"Wilks' first 10-day contract expires tomorrow.  He had no points and three assists in 15 minutes tonight.",51.6
0,"Well, at least Booth has just four years left on his $34 million contract.  He is averaging just 2.6 points and 1.7 rebounds in 38 appearances off the bench this season.",49.6
-,"The Sonics needed to clear roster room as a result of yesterday's trades.",79.7
0,"Iverson added six assists and four steals in 41 minutes.",51.4
0,"",74.5
-,"Milt Palacio, who had been starting at point guard, played 30 minutes off the bench.  Wagner might have some value now that he's back starting, but keep him benched for now.",89.4
0,"Thomas had two points in five minutes before leaving.",61.4
+,"With the Magic up by 21 after three, McGrady sat out the entire fourth quarter.  McGrady was 15-of-32 from the field, 6-of-13 from long distance and 16-of-20 from the line to eclipse the 50 points he scored last season against Washington. McGrady finished one point shy of the Magic franchise record of 53 set by Shaquille O'Neal in 1993-94.",55.6
-,"Nice.  Expect quality numbers from Gooden for the rest of the year.",56.2
0,"It looks like Giricek, who started at small forward, will have some fantasy value with Orlando.  However, he will face some competition for playing time once Jeryl Sasser returns.",71.0
-,"More surprising is that Williams was 10-for-10 from the line and 21-for-24 over the last three games.  Before his recent streak, he was just 57-for-101 for the season.",58.3
0,"Bradley had been out with a sore lower back.",55.7
0,"He was 0-of-11 in the first half.  Marion tried to make up for his poor shooting night in other ways, contributing 12 rebounds, three blocks and three steals.",73.2
-,"Thomas was taken in for X-rays, the results of which aren't yet known.",71.6
-,"Jordan was already the oldest player ever to score 40 points.  He had 43 in 43 minutes tonight.",77.8
-,"Howard Eisley should play 35 minutes per game while Ward is out, so if he's available in your league, pick him up.  Latrell Sprewell could also get minutes at point guard.",66.3
-,"Williams will help back up Howard Eisley until Charlie Ward is ready to return.",85.4
-,"Nachbar, who had been on the active roster all season, has played in just 13 games, averaging 2.1 points.",88.7
-,"Team spokeswoman Julie Fie wouldn't say what rule Stoudemire broke.  Stoudemire entered the game with three minutes left in the first quarter.",77.9
-,"Wolkowski is heading to Europe to play with a team in Spain.",65.8
-,"Gugliotta takes Penny Hardaway's spot on the roster.  He'll back up Amare Stoudemire at power forward.  Don't expect his presence to have too much of a negative impact on Stoudemire's value.",74.6
-,"Williams, who averaged 13.2 points for Huntsville of the National Basketball Developmental League, has played in the NBA with Golden State (1997-98) and San Antonio (1998-99).  He's not going to have any fantasy value.",78.5
0,"Mason had been on the injured list since the start of the season after undergoing shoulder surgery.  He probably won't play more than 5-10 minutes per game.",82.6
-,"Brunson might be Chicago's most effective point guard right now, but the Bulls are better off using Jay Williams and Jamal Crawford.",52.9
0,"A complaint was filed by the woman after the Wizards' road game against the Utah Jazz on Feb. 14. No charges have been filed. ``The organization has spoken with Jahidi, and we believe that the allegations have no merit,'' Wizards spokesman Matt Williams said Friday.",66.1
0,"The same goes for the rest of the players included in yesterday's deal.  The Sonics may dress only eight players tonight as a result of the deal and could use Brent Barry and Vladimir Radmanovic as their starting guards.",95.1
-,"MacCulloch's nerve damage has made him, in Brown's words, physically unable to perform.",50.4
-,"Hence the acquisition of Kenny Anderson from Seattle.",62.5
0,"Atlanta has two open spots on their roster, and plan to fill the second with a guard. They are waiting to see if Minnesota decides to keep Mike Wilks, whose 10-day contract expires in two days.",85.5
0,"Whitney understands that the team wants to get good looks at Junior Harrington and newly-acquired Shammond Williams. Playing time will be at a premium, but Whitney, who will be a free agent after the season, feels like his stock will suffer if he's not on the floor regularly.",66.1
0,"",74.5
0,"The Cavs would like Miles to work with other frontcourt players who live in Cleveland -- Zydrunas Ilguaskas & Carlos Boozer among them -- to be better prepared for next season.",61.6
-,"Gooden's 12.1 points and 5.8 rebounds should increase with his new role in Orlando.",73.6
0,"Rookie Frank Williams will be activated and take over as the backup point guard tonight. Latrell Sprewell will also see some time at the point while Ward is out when the Knicks go to a big backcourt alignment. Coach Don Chaney thinks Ward may ''be out a while.''",68.0
-,"Francis sat out the fourth quarter of the last game, saying his back was ''on fire.'' The back is stiff and sore; team trainers will examine it today before making a decision.",54.6
-,"The Warriors are believed to be interested in Crawford, since it's possible they will lose Gilbert Arenas in free agency. The Wizards are also thought to be looking at Crawford.",59.6
0,"Coach Bill Cartwright said that reuniting Chandler and Curry in the starting lineup is a ''definite possibility'' by next week, a move made easier because a banged-up Donyell Marshall is struggling. Chandler has already established some nice fantasy value. Curry and Williams aren't likely to show much over the remainder of this season, but the Bulls view the trio as their future.",74.3
-,"The woman alleges that White sexually assaulted her in the team hotel during the Wizards' trip to Utah last week. Salt Lake police are investigating, and say it might be two weeks before a decision to file charges is made. A Wizards' spokesman said the organization, after talking with White, believes the allegations have no merit.",80.8
-,"Thomas is the backup to Brendan Haywood at center. He shouldn't miss much time.",82.7
-,"Rookie Juan Dixon will be thrust into backup point guard duty while Hughes is out.",59.3
0,"Artest got the flagrant foul after grabbing a rebound and raising his elbow to the head of Nets center Aaron Williams. Artest added a fourth-quarter technical for throwing a ball into the back of referee Bennie Adams.",91.9
-,"Christie also had three steals and three treys in one of his best games of the season.",53.4
0,"Wallace had been out with a right quad contusion.",58.9
0,"Duncan's eye was swollen and remained sore after the game, but Spurs officials said there were no scratches or other damage.  He should be fine for San Antonio's next game.",87.3
0,"Webber has been out since Jan. 28 with a sprained left ankle.",64.4
-,"It appears that Cassell will be staying in Milwaukee, but he doesn't figure to be happy as a backup.  The Bucks will give him minutes at shooting guard, so he could still have a little fantasy value.",78.2
-,"Nowitzki played 38 minutes and also contributed two steals, two blocks and two threes.",56.9
-,"Rose isn't starting, but he has been a very productive player during David Robinson's absence.",70.1
0,"Kidd is breaking out of his shooting slump.  He was 10-of-16 tonight and 2-of-3 from long range.  Over the last three games, he's 22-of-39 from the field.",65.3
0,"Robinson was arrested in July 2002 on charges of domestic battery, assault and illegal possession of a firearm.  The warrant is only good in Illinois, but the Hawks play in Chicago later this month, so Robinson will have to settle the matter before then.",50.3
-,"The Sonics will get either a 2003 first-round draft pick or two 2003 second-round draft picks.  Allen's value shouldn't change in Seattle.  He'll get at least as many minutes and shots as he did with the Bucks.  Allen's arrival could be bad news for Brent Barry, but since the Sonics are also losing Mason, Barry should continue to get quite a bit of playing time.",57.7
-,"Assuming that Sam Cassell is gone, this trade shouldn't have much of an impact on Payton's numbers.  He'll continue to get his 20 points and nine assists per game.  If Cassell stays in Milwaukee, Payton might play a few less minutes per game than usual.  He'd remain a very productive fantasy point guard, however.",72.5
0,"Mason is definitely hurt by this trade and he could be a complete non-factor if the Bucks end up acquiring Latrell Sprewell.  As things stand now, he'd already have quite a battle on his hands.  Michael Redd is likely to replace Ray Allen as the team's starting shooting guard and the Bucks still have Toni Kukoc to back up Tim Thomas at small forward.",50.2
0,"",74.5
0,"",74.5
-,"Ollie will split time with Brent Barry at point guard for Seattle.  Barry appears to be the better option in fantasy leagues right now, but that could change.",61.1
0,"Murray had played in just 12 games with Milwaukee and spent the six weeks on the team's injured list.  He isn't likely to be a part of Seattle's rotation.",49.5
0,"The Bucks don't need Cassell now that they have Gary Payton.  A deal would make sense, though whether today's events will really improve either the Bucks or the Knicks remains to be seen.",58.5
-,"Walker was injured during last night's game.  With Shaq expected back, the Lakers can afford to give him a night off.",72.5
-,"O'Neal, who has missed three games with a sore knee, said following a light workout Thursday he plans on playing tomorrow.",77.2
0,"Griffin's injury will result in a little more playing time for Raja Bell and Eduardo Najera.",61.8
0,"Johnson will act as the Mavericks' third-string point guard.",62.0
0,"Payton figures to be Milwaukee's Nick Van Exel.  He'll back up Payton and split time with Michael Redd at shooting guard.",66.4
-,"Bender will take some minutes away from Al Harrington and Ron Mercer.  He has no fantasy value.",79.9
-,"Jones, Indy's No. 3 point guard, won't be activated until another one of Indiana's players gets hurt.",78.1
0,"Until Baron Davis returns, Anderson will split time at point guard with David Wesley.  He shouldn't have any fantasy value.  With Campbell gone, Jamaal Magloire should play a few more minutes per game, boosting his value.",81.3
-,"Campbell is sure to get more minutes with the Sonics, but that doesn't necessarily mean that he'll have any fantasy value.  Keep an eye on him.",72.3
0,"Blount spent two years with the Celtics before signing with the Denver in the summer.  He'll act as the team's third-string center and could see quite a bit of playing time if Tony Battie goes down again.",73.8
-,"Bryant, who has scored 13 points in 14 games this season, had been on Denver's injured list.  He's not going to have much of a role on the Celtics.",78.4
-,"Even though Payton is gone, the Sonics decided that they wanted another big man instead of Anderson.  Both players are free agents after the season.",49.6
-,"The Bucks will also get Desmond Mason.  Going to Seattle along with Payton are Kevin Ollie and Joel Przybilla.",65.7
0,"If Hughes can't play, both Tyronn Lue and Juan Dixon will get extra minutes.",78.1
-,"Robinson's knee is improving, but he is not expected to play Saturday, either. Spurs officials believe he can return Tuesday.",82.5
-,"Oddly enough, Terry doesn't make ''enough money'' to allow the Hawks to make a big deal involving him.",62.9
0,"Nowitzki missed two games in December with a sprain of the same ankle. If he can't go, Eduardo Najera or Shawn Bradley would start in his place.",53.1
-,"Grant is fifth in the NBA in rebounding. If a deal goes through, the Mavericks would also receive either Travis Best or Eddie House. Miami would receive Nick Van Exel and a frontcourt player, probably Evan Eschmeyer. Of all the players involved, Van Exel would stand to get the biggest boost in fantasy value as he would become Miami's starting point guard.",52.8
0,"Skinner sat out last night's game but said that the doctor's report was encouraging and that he will try to practice today.",60.0
-,"The Knicks have been a much-rumored destination for Croshere, but there are many other permutations and possibilities.",78.8
-,"Anderson must sit out the next two games, but could be activated for Monday. The only problem is finding space for him on the active roster. Joseph Forte is the obvious choice, but he has already told the team he wouldn't go to the IL once this year.",60.2
0,"Harvey's name has come up in trade talks with the Celtics and Heat, even though the Denver Post believes both scenarios are unlikely.",71.0
0,"Smith has been out since the end of January with an ankle injury.",65.9
0,"Brandon's career may be over, but he has a large expiring contract. Minnesota coach Flip Saunders, however, says he can't see Pat Riley trading a quality player for someone who may never play again.",55.1
-,"''I felt like someone kneed me in the pelvic area,'' said Ward, who had two points in thirteen minutes. Ward isn't certain when he can play again. Consider him day-to-day.",68.5
0,"With Richardson out, Corey Maggette and Eric Piatkowski combined for 36 points.",76.5
0,"Dooling is day-to-day.",64.6
-,"It would be nice if Redd got a few more minutes per game, but as long as he keeps sinking threes, he's a decent option in fantasy leagues.",57.5
0,"",74.5
0,"Barry scored six points.  Mason had nine in 31 minutes off the bench.  If you've had Barry benched, it's safe to use him again now that he's starting.  Mason should continue to have some value.",70.1
-,"Lewis missed one game with a sprained right ankle.",51.4
0,"Wells, who also had four steals in the contest, had been in a scoring slump this month, averaging just 10.1 points per game.",63.4
-,"Golden State was down 27 at halftime, so all of the team's starters got a break.  Mike Dunleavy played the most of anyone on the team and scored 14 points in 32 minutes.",78.7
-,"E-Rob has to be in danger of losing his job.  If he's not scoring, he shouldn't be playing.",91.9
-,"Skinner's absence helped lead to Kenny Thomas's big game.",58.0
0,"Harrington had five points and three assists in 31 minutes.  Neither of Denver's point guards have any fantasy value at the moment.",59.4
0,"Chandler is averaging 17.6 points and 13.6 rebounds per game during the stretch.  Were you patient and held onto Chandler?  You are being rewarded.",90.4
0,"Great game for Iverson, who is shooting 40% on the season.",56.2
0,"Thomas had a huge day, making 9-of-11 shots from the field and collecting 3 steals and 2 blocks.",58.4
0,"Massenburg is day-to-day.",64.6
-,"Bryant has scored 40 or more in seven straight games and has at least 35 in his last 11.  He made 15-of-29 shot attempts tonight.",53.3
0,"McKie had been out with a separated left shoulder.",61.1
-,"Gugliotta has been out with a broken foot.",52.4
0,"Rice made 8-of-11 shots, including 7-of-8 3-point attempts, in 25 minutes off the bench.  This was Rice's second game since returning from the injured list.  If you need 3-pointers, Rice is an excellent option and may be available in your league.",80.3
0,"Yarbrough also made 2 3-pointers and collected 4 assists.",54.9
-,"Camby had missed this past Sunday's game with a sprained right ankle.",69.0
0,"Strickland is out with a strained left groin.",63.3
0,"This is good to see as we've been waiting for a big game from Wally.  He's underperformed so far this season, and is bound for a good second half.",89.0
-,"Haston had just been activated from the injured list four days ago.",77.6
0,"Magloire is averaging 9.4 points and 8.2 rebounds per game this season.",68.3
0,"Stackhouse, who had been out with a groin injury, was rather ineffective, making only 6-of-15 shot attempts, 3-of-6 free throws, and doing very little of the other things (1 rebound, 1 block, 0 steals, 0 assists, 0 3-pointers).",66.8
